ICD-10 code;CCS group;CCS group_description
A748;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
A749;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
B005;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
B023;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
B058;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
B30;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
B300;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
B301;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
B302;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
B303;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
B308;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
B309;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
B580;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
B601;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
B691;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
B872;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
B940;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H00;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H000;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H01;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H010;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H011;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H018;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H019;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H03;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H040;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H043;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H044;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H050;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H051;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H10;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H100;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H101;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H102;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H103;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H104;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H105;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H108;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H109;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H13;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H150;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H151;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H16;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H161;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H162;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H163;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H168;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H169;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H20;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H200;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H201;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H202;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H208;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H209;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H30;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H300;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H301;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H302;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H308;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H309;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H440;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H441;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H46;90;"Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitted disease)"
H001;91;Other eye disorders
H02;91;Other eye disorders
H020;91;Other eye disorders
H021;91;Other eye disorders
H022;91;Other eye disorders
H023;91;Other eye disorders
H024;91;Other eye disorders
H025;91;Other eye disorders
H026;91;Other eye disorders
H027;91;Other eye disorders
H028;91;Other eye disorders
H029;91;Other eye disorders
H04;91;Other eye disorders
H041;91;Other eye disorders
H042;91;Other eye disorders
H045;91;Other eye disorders
H046;91;Other eye disorders
H048;91;Other eye disorders
H049;91;Other eye disorders
H05;91;Other eye disorders
H052;91;Other eye disorders
H053;91;Other eye disorders
H054;91;Other eye disorders
H055;91;Other eye disorders
H058;91;Other eye disorders
H059;91;Other eye disorders
H06;91;Other eye disorders
H11;91;Other eye disorders
H110;91;Other eye disorders
H111;91;Other eye disorders
H112;91;Other eye disorders
H113;91;Other eye disorders
H114;91;Other eye disorders
H118;91;Other eye disorders
H119;91;Other eye disorders
H15;91;Other eye disorders
H158;91;Other eye disorders
H159;91;Other eye disorders
H160;91;Other eye disorders
H164;91;Other eye disorders
H17;91;Other eye disorders
H170;91;Other eye disorders
H171;91;Other eye disorders
H178;91;Other eye disorders
H179;91;Other eye disorders
H18;91;Other eye disorders
H180;91;Other eye disorders
H181;91;Other eye disorders
H182;91;Other eye disorders
H183;91;Other eye disorders
H184;91;Other eye disorders
H185;91;Other eye disorders
H186;91;Other eye disorders
H187;91;Other eye disorders
H188;91;Other eye disorders
H189;91;Other eye disorders
H19;91;Other eye disorders
H21;91;Other eye disorders
H210;91;Other eye disorders
H211;91;Other eye disorders
H212;91;Other eye disorders
H213;91;Other eye disorders
H214;91;Other eye disorders
H215;91;Other eye disorders
H218;91;Other eye disorders
H219;91;Other eye disorders
H22;91;Other eye disorders
H27;91;Other eye disorders
H270;91;Other eye disorders
H271;91;Other eye disorders
H278;91;Other eye disorders
H279;91;Other eye disorders
H31;91;Other eye disorders
H310;91;Other eye disorders
H311;91;Other eye disorders
H312;91;Other eye disorders
H313;91;Other eye disorders
H314;91;Other eye disorders
H318;91;Other eye disorders
H319;91;Other eye disorders
H32;91;Other eye disorders
H43;91;Other eye disorders
H430;91;Other eye disorders
H431;91;Other eye disorders
H432;91;Other eye disorders
H433;91;Other eye disorders
H438;91;Other eye disorders
H439;91;Other eye disorders
H44;91;Other eye disorders
H442;91;Other eye disorders
H443;91;Other eye disorders
H444;91;Other eye disorders
H445;91;Other eye disorders
H446;91;Other eye disorders
H447;91;Other eye disorders
H448;91;Other eye disorders
H449;91;Other eye disorders
H45;91;Other eye disorders
H47;91;Other eye disorders
H470;91;Other eye disorders
H471;91;Other eye disorders
H472;91;Other eye disorders
H473;91;Other eye disorders
H474;91;Other eye disorders
H475;91;Other eye disorders
H476;91;Other eye disorders
H477;91;Other eye disorders
H48;91;Other eye disorders
H49;91;Other eye disorders
H490;91;Other eye disorders
H491;91;Other eye disorders
H492;91;Other eye disorders
H493;91;Other eye disorders
H494;91;Other eye disorders
H498;91;Other eye disorders
H499;91;Other eye disorders
H50;91;Other eye disorders
H500;91;Other eye disorders
